timezone,temp,humidity,description
2025-02-24 18:11:47,-5.24,100,clear sky
2025-02-24 18:36:37,-7.24,93,clear sky
2025-02-24 18:48:46,-7.24,93,clear sky
2025-02-24 18:56:52,-7.24,93,clear sky
2025-02-24 19:12:59,-7.24,93,clear sky
2025-02-24 19:23:43,-6.24,93,clear sky
2025-02-24 19:32:32,-6.24,93,clear sky
2025-02-24 19:40:39,-6.24,93,clear sky
2025-02-24 19:48:45,-6.24,93,clear sky
2025-02-24 19:56:45,-6.24,93,clear sky
2025-02-24 20:17:48,-0.5,68,broken clouds
2025-02-24 20:32:10,-7.24,100,clear sky
2025-02-24 20:42:03,-7.24,100,clear sky
2025-02-24 20:50:18,-7.24,100,clear sky
2025-02-24 20:58:35,-7.24,100,clear sky
2025-02-24 21:17:26,-0.58,69,broken clouds
2025-02-24 21:28:28,-7.24,100,clear sky
2025-02-24 21:38:01,-7.24,100,clear sky
2025-02-24 21:46:06,-7.24,100,clear sky
2025-02-24 21:54:14,-7.24,100,clear sky
2025-02-24 22:10:05,-0.74,68,scattered clouds
2025-02-24 22:29:58,-6.24,100,clear sky
2025-02-24 22:41:09,-6.24,100,clear sky
2025-02-24 22:49:15,-6.24,100,clear sky
2025-02-24 22:57:26,-6.24,100,clear sky
2025-02-24 23:16:19,-0.53,66,scattered clouds
2025-02-24 23:28:40,-3.24,93,clear sky
2025-02-24 23:37:26,-3.24,93,clear sky
2025-02-24 23:45:40,-3.24,93,clear sky
2025-02-24 23:53:29,-3.24,93,clear sky
2025-02-25 00:44:39,0.76,80,clear sky
2025-02-25 02:09:52,3.76,60,clear sky
2025-02-25 02:59:17,3.76,60,broken clouds
2025-02-25 03:27:43,5.76,52,broken clouds
2025-02-25 03:43:13,5.76,52,broken clouds
2025-02-25 03:51:18,5.76,52,broken clouds
2025-02-25 03:59:11,5.76,52,broken clouds
2025-02-25 04:25:08,3.82,50,overcast clouds
2025-02-25 04:39:22,4.76,56,broken clouds
2025-02-25 04:47:11,4.76,56,broken clouds
2025-02-25 04:55:09,4.76,56,broken clouds
2025-02-25 05:12:44,4.76,56,broken clouds
2025-02-25 05:30:54,4.76,60,broken clouds
2025-02-25 05:41:25,4.76,60,broken clouds
2025-02-25 05:49:44,4.76,60,broken clouds
2025-02-25 05:57:47,4.76,60,broken clouds
2025-02-25 06:26:15,4.76,65,broken clouds
2025-02-25 06:43:33,4.76,65,broken clouds
2025-02-25 06:51:44,4.76,65,broken clouds
2025-02-25 06:59:41,4.76,65,broken clouds
2025-02-25 07:20:50,5.76,61,broken clouds
2025-02-25 07:30:09,5.76,61,broken clouds
2025-02-25 07:38:49,5.76,61,broken clouds
2025-02-25 07:46:45,5.76,61,broken clouds
2025-02-25 07:54:51,5.76,61,broken clouds
2025-02-25 08:16:34,4.44,60,overcast clouds
2025-02-25 08:36:28,4.76,65,broken clouds
2025-02-25 08:48:20,4.76,65,broken clouds
2025-02-25 08:56:22,4.76,65,broken clouds
2025-02-25 09:16:21,3.84,66,overcast clouds
2025-02-25 09:31:44,4.76,70,broken clouds
2025-02-25 09:41:40,4.76,70,broken clouds
2025-02-25 09:49:33,4.76,70,broken clouds
2025-02-25 09:57:34,4.76,70,broken clouds
2025-02-25 10:18:49,3.37,71,overcast clouds
2025-02-25 10:38:13,3.76,75,broken clouds
2025-02-25 10:46:37,3.76,75,broken clouds
2025-02-25 10:54:46,3.76,75,broken clouds
2025-02-25 11:10:14,3.76,75,broken clouds
2025-02-25 11:24:25,3.76,75,broken clouds
2025-02-25 11:33:47,3.76,75,broken clouds
2025-02-25 11:41:38,3.76,75,broken clouds
2025-02-25 11:49:35,3.76,75,broken clouds
2025-02-25 11:57:51,3.76,75,broken clouds
2025-02-25 12:36:16,3.76,81,scattered clouds
2025-02-25 13:03:04,3.76,81,scattered clouds
2025-02-25 13:30:44,1.76,93,scattered clouds
2025-02-25 13:42:08,1.76,93,scattered clouds
2025-02-25 13:50:12,1.76,93,scattered clouds
2025-02-25 13:58:08,1.76,93,scattered clouds
2025-02-25 14:18:16,2.47,86,clear sky
2025-02-25 14:36:21,1.76,93,scattered clouds
2025-02-25 14:45:44,1.76,93,scattered clouds
2025-02-25 14:53:54,1.76,93,scattered clouds
2025-02-25 15:11:02,2.3,87,clear sky
2025-02-25 15:30:32,2.76,93,scattered clouds
2025-02-25 15:42:29,2.76,93,scattered clouds
2025-02-25 15:50:38,2.76,93,scattered clouds
2025-02-25 15:58:41,2.76,93,scattered clouds
2025-02-25 16:26:12,2.76,93,scattered clouds
2025-02-25 16:44:21,2.76,93,mist
2025-02-25 16:53:44,2.76,93,mist
2025-02-25 17:10:58,1.9,90,clear sky
2025-02-25 17:31:43,2.76,100,mist
2025-02-25 17:42:42,2.76,100,mist
2025-02-25 17:50:53,2.76,100,mist
2025-02-25 17:58:49,2.76,100,mist
2025-02-25 18:28:30,2.76,100,mist
2025-02-25 18:46:00,2.76,100,mist
2025-02-25 18:54:06,2.76,100,mist
2025-02-25 19:08:41,2.76,100,mist
2025-02-25 19:21:56,1.76,100,mist
2025-02-25 19:29:53,1.76,100,mist
2025-02-25 19:38:39,1.76,100,mist
2025-02-25 19:46:59,1.76,100,mist
2025-02-25 19:54:49,1.76,100,mist
2025-02-25 20:13:18,0.19,69,clear sky
2025-02-25 20:30:22,-0.24,100,mist
2025-02-25 20:41:17,-0.24,100,mist
2025-02-25 20:49:24,-0.24,100,mist
2025-02-25 20:57:18,-0.24,100,mist
2025-02-25 21:15:45,-0.26,56,clear sky
2025-02-25 21:28:29,-1.24,93,fog
2025-02-25 21:38:56,-1.24,93,fog
2025-02-25 21:47:11,-1.24,93,fog
2025-02-25 21:55:12,-1.24,93,fog
2025-02-25 22:12:03,-1.24,93,fog
2025-02-25 22:31:02,-4.24,100,fog
2025-02-25 22:41:56,-4.24,100,fog
2025-02-25 22:50:04,-4.24,100,fog
2025-02-25 22:57:56,-4.24,100,fog
2025-02-25 23:17:04,-4.24,100,fog
2025-02-25 23:28:46,-2.24,93,fog
2025-02-25 23:37:49,-2.24,93,fog
2025-02-25 23:45:52,-2.24,93,fog
2025-02-25 23:54:07,-2.24,93,fog
2025-02-26 00:51:30,2.76,75,mist
2025-02-26 02:11:20,3.76,60,haze
2025-02-26 02:58:35,4.76,45,haze
2025-02-26 03:26:05,6.76,26,clear sky
2025-02-26 03:43:43,6.76,26,clear sky
2025-02-26 03:51:38,6.76,26,clear sky
2025-02-26 03:59:28,6.76,26,clear sky
2025-02-26 04:27:05,7.76,17,clear sky
2025-02-26 04:43:26,7.76,17,clear sky
2025-02-26 04:51:54,7.76,17,clear sky
2025-02-26 05:00:03,7.76,17,clear sky
2025-02-26 05:22:38,7.76,21,clear sky
2025-02-26 05:36:49,7.76,21,clear sky
2025-02-26 05:44:55,7.76,21,clear sky
2025-02-26 05:52:51,7.76,21,clear sky
2025-02-26 06:12:14,5.99,17,clear sky
2025-02-26 06:37:13,7.76,19,clear sky
2025-02-26 06:48:36,7.76,19,clear sky
2025-02-26 06:56:34,7.76,19,clear sky
2025-02-26 07:14:50,7.76,19,clear sky
2025-02-26 07:27:45,7.76,18,clear sky
2025-02-26 07:36:50,7.76,18,clear sky
2025-02-26 07:44:58,7.76,18,clear sky
2025-02-26 07:53:23,7.76,18,clear sky
2025-02-26 08:12:37,7.76,18,clear sky
2025-02-26 08:34:26,6.76,19,clear sky
2025-02-26 08:47:33,6.76,19,clear sky
2025-02-26 08:55:27,6.76,19,clear sky
2025-02-26 09:14:23,4.08,29,clear sky
2025-02-26 09:30:53,4.76,22,clear sky
2025-02-26 09:41:22,4.76,22,clear sky
2025-02-26 09:49:15,4.76,22,clear sky
2025-02-26 09:57:25,4.76,22,clear sky
2025-02-26 10:19:00,3.39,33,clear sky
2025-02-26 10:37:59,2.76,23,clear sky
2025-02-26 10:46:21,2.76,23,clear sky
2025-02-26 10:54:40,2.76,23,clear sky
2025-02-26 11:10:31,2.76,23,clear sky
2025-02-26 11:24:20,1.76,27,clear sky
2025-02-26 11:33:21,1.76,27,clear sky
2025-02-26 11:41:08,1.76,27,clear sky
2025-02-26 11:49:30,1.76,27,clear sky
2025-02-26 11:57:42,1.76,27,clear sky
2025-02-26 12:35:56,0.76,37,clear sky
2025-02-26 13:02:49,0.76,37,clear sky
2025-02-26 13:30:04,-0.24,40,clear sky
2025-02-26 13:41:39,-0.24,40,clear sky
2025-02-26 13:50:00,-0.24,40,clear sky
2025-02-26 13:57:59,-0.24,40,clear sky
2025-02-26 14:17:53,1.11,54,clear sky
2025-02-26 14:35:15,-1.24,51,clear sky
2025-02-26 14:45:07,-1.24,51,clear sky
2025-02-26 14:53:21,-1.24,51,clear sky
2025-02-26 15:10:01,-1.24,51,clear sky
2025-02-26 15:30:51,-4.24,68,clear sky
2025-02-26 15:43:20,-4.24,68,clear sky
2025-02-26 15:51:31,-4.24,68,clear sky
2025-02-26 15:59:33,-4.24,68,clear sky
2025-02-26 16:28:36,-4.24,74,clear sky
2025-02-26 16:46:16,-4.24,74,clear sky
2025-02-26 16:54:38,-4.24,74,clear sky
2025-02-26 17:10:57,-4.24,74,clear sky
2025-02-26 17:28:56,-5.24,63,clear sky
2025-02-26 17:39:29,-5.24,63,clear sky
2025-02-26 17:47:19,-5.24,63,clear sky
2025-02-26 17:55:12,-5.24,63,clear sky
2025-02-26 18:17:45,0.16,58,clear sky
2025-02-26 18:40:13,0.05,55,clear sky
2025-02-26 18:50:43,0.15,57,clear sky
2025-02-26 18:58:59,0.05,55,clear sky
2025-02-26 19:16:35,0.15,57,clear sky
2025-02-26 19:25:24,0.15,57,clear sky
2025-02-26 19:35:13,0.15,57,clear sky
2025-02-26 19:43:17,0.07,56,clear sky
2025-02-26 19:51:18,0.07,56,clear sky
2025-02-26 19:59:28,-6.24,73,clear sky
2025-02-26 20:23:33,-6.24,73,clear sky
2025-02-26 20:35:50,-6.24,73,clear sky
2025-02-26 20:43:58,-6.24,73,clear sky
2025-02-26 20:52:08,-6.24,73,clear sky
2025-02-26 21:00:24,-6.24,73,clear sky
2025-02-26 21:21:46,-6.24,79,clear sky
2025-02-26 21:30:28,-6.24,79,clear sky
2025-02-26 21:39:16,-6.24,79,clear sky
2025-02-26 21:47:26,-6.24,79,clear sky
2025-02-26 21:55:21,-6.24,79,clear sky
2025-02-26 22:12:23,-6.24,79,clear sky
2025-02-26 22:31:10,-6.24,86,clear sky
2025-02-26 22:41:59,-6.24,86,clear sky
2025-02-26 22:50:09,-6.24,86,clear sky
2025-02-26 22:58:07,-6.24,86,clear sky
2025-02-26 23:18:51,0.34,48,clear sky
2025-02-26 23:31:17,-4.24,80,clear sky
2025-02-26 23:40:44,-4.24,80,clear sky
2025-02-26 23:48:34,-4.24,80,clear sky
2025-02-26 23:56:44,-4.24,80,clear sky
2025-02-27 01:14:09,5.76,24,clear sky
2025-02-27 02:33:45,8.76,25,clear sky
2025-02-27 03:05:32,8.76,25,clear sky
2025-02-27 03:32:54,9.76,16,clear sky
2025-02-27 03:46:43,9.76,16,clear sky
2025-02-27 03:54:41,9.76,16,clear sky
2025-02-27 04:14:24,11.76,13,clear sky
2025-02-27 04:34:54,11.76,13,clear sky
2025-02-27 04:46:11,11.76,13,clear sky
2025-02-27 04:54:12,11.76,13,clear sky
2025-02-27 05:11:26,11.76,13,clear sky
2025-02-27 05:31:31,12.76,11,clear sky
2025-02-27 05:42:13,12.76,11,clear sky
2025-02-27 05:50:25,12.76,11,clear sky
2025-02-27 05:58:31,12.76,11,clear sky
2025-02-27 06:28:00,12.76,11,few clouds
2025-02-27 06:45:40,12.76,11,few clouds
2025-02-27 06:53:44,12.76,11,few clouds
2025-02-27 07:09:55,12.76,11,few clouds
2025-02-27 07:25:35,12.76,13,clear sky
2025-02-27 07:34:58,12.76,13,clear sky
2025-02-27 07:43:09,12.76,13,clear sky
2025-02-27 07:51:16,12.76,13,clear sky
2025-02-27 07:59:08,12.76,13,clear sky
2025-02-27 08:27:22,11.76,16,clear sky
2025-02-27 08:42:26,11.76,16,clear sky
2025-02-27 08:51:50,11.76,16,clear sky
2025-02-27 08:59:47,11.76,16,clear sky
2025-02-27 09:23:48,8.93,15,broken clouds
2025-02-27 09:35:57,10.76,19,clear sky
2025-02-27 09:44:07,10.76,19,clear sky
2025-02-27 09:52:26,10.76,19,clear sky
2025-02-27 10:00:55,10.76,19,clear sky
2025-02-27 10:26:10,6.76,31,clear sky
2025-02-27 10:41:01,6.76,31,clear sky
2025-02-27 10:49:18,6.76,31,clear sky
2025-02-27 10:57:04,6.76,31,clear sky
2025-02-27 11:13:47,6.76,31,clear sky
2025-02-27 11:25:27,2.76,41,clear sky
2025-02-27 11:35:13,2.76,41,clear sky
2025-02-27 11:43:24,2.76,41,clear sky
2025-02-27 11:51:31,2.76,41,clear sky
2025-02-27 11:59:25,2.76,41,clear sky
2025-02-27 12:42:44,2.76,41,clear sky
2025-02-27 13:12:19,2.76,41,clear sky
2025-02-27 13:33:28,-0.24,51,clear sky
2025-02-27 13:43:18,-0.24,51,clear sky
2025-02-27 13:51:42,-0.24,51,clear sky
2025-02-27 13:59:38,-0.24,51,clear sky
2025-02-27 14:21:17,5.29,18,overcast clouds
2025-02-27 14:37:25,-0.24,59,clear sky
2025-02-27 14:45:55,-0.24,59,clear sky
2025-02-27 14:53:49,-0.24,59,clear sky
2025-02-27 15:11:09,4.62,21,broken clouds
2025-02-27 15:30:53,0.76,60,broken clouds
2025-02-27 15:40:51,0.76,60,broken clouds
2025-02-27 15:49:01,0.76,60,broken clouds
2025-02-27 15:57:14,0.76,60,broken clouds
2025-02-27 16:22:21,-0.24,69,broken clouds
2025-02-27 16:42:16,-0.24,69,broken clouds
2025-02-27 16:52:21,-0.24,69,broken clouds
2025-02-27 17:00:42,-0.24,69,broken clouds
2025-02-27 17:22:05,3.83,25,broken clouds
2025-02-27 17:34:54,0.76,75,broken clouds
2025-02-27 17:42:58,0.76,75,broken clouds
2025-02-27 17:51:21,0.76,75,broken clouds
2025-02-27 17:59:28,0.76,75,broken clouds
2025-02-27 18:30:28,0.76,64,broken clouds
2025-02-27 18:46:49,0.76,64,broken clouds
2025-02-27 18:54:43,0.76,64,broken clouds
2025-02-27 19:09:27,4,35,broken clouds
2025-02-27 19:22:03,4,35,broken clouds
2025-02-27 19:30:08,-0.24,64,scattered clouds
2025-02-27 19:39:03,-0.24,64,scattered clouds
2025-02-27 19:46:55,-0.24,64,scattered clouds
2025-02-27 19:54:50,-0.24,64,scattered clouds
2025-02-27 20:13:40,3.75,39,broken clouds
2025-02-27 20:30:26,-0.24,69,broken clouds
2025-02-27 20:41:27,-0.24,69,broken clouds
2025-02-27 20:49:36,-0.24,69,broken clouds
2025-02-27 20:57:28,-0.24,69,broken clouds
2025-02-27 21:16:30,-0.24,80,broken clouds
2025-02-27 21:29:16,-0.24,80,broken clouds
2025-02-27 21:38:29,-0.24,80,broken clouds
2025-02-27 21:46:42,-0.24,80,broken clouds
2025-02-27 21:54:35,-0.24,80,broken clouds
2025-02-27 22:11:24,-0.24,80,broken clouds
2025-02-27 22:31:51,1.76,64,broken clouds
2025-02-27 22:42:47,1.76,64,broken clouds
2025-02-27 22:50:49,1.76,64,broken clouds
2025-02-27 22:58:41,1.76,64,broken clouds
2025-02-27 23:19:10,1.76,75,broken clouds
2025-02-27 23:29:58,1.76,75,broken clouds
2025-02-27 23:39:04,1.76,75,broken clouds
2025-02-27 23:47:30,1.76,75,broken clouds
2025-02-27 23:55:36,1.76,75,broken clouds
2025-02-28 01:05:22,4.76,52,broken clouds
2025-02-28 02:31:40,9.76,40,broken clouds
2025-02-28 03:05:48,9.76,40,broken clouds
2025-02-28 03:33:15,10.76,58,broken clouds
2025-02-28 03:46:22,10.76,58,broken clouds
2025-02-28 03:54:22,10.76,58,broken clouds
2025-02-28 04:13:54,10.76,58,broken clouds
2025-02-28 04:34:05,10.76,62,broken clouds
2025-02-28 04:45:32,10.76,62,broken clouds
2025-02-28 04:53:30,10.76,62,broken clouds
2025-02-28 05:10:02,10.76,62,broken clouds
2025-02-28 05:31:22,10.76,62,broken clouds
2025-02-28 05:42:31,10.76,62,broken clouds
2025-02-28 05:50:39,10.76,62,broken clouds
2025-02-28 05:58:40,10.76,62,broken clouds
2025-02-28 06:28:09,11.76,58,broken clouds
2025-02-28 06:45:13,11.76,58,broken clouds
2025-02-28 06:53:22,11.76,58,broken clouds
2025-02-28 07:09:40,11.76,58,broken clouds
2025-02-28 07:25:35,11.76,58,broken clouds
2025-02-28 07:34:35,11.76,58,broken clouds
2025-02-28 07:42:51,11.76,58,broken clouds
2025-02-28 07:50:49,11.76,58,broken clouds
2025-02-28 07:58:50,11.76,58,broken clouds
2025-02-28 08:26:03,10.76,66,scattered clouds
2025-02-28 08:41:06,10.76,66,scattered clouds
2025-02-28 08:50:15,10.76,66,scattered clouds
2025-02-28 08:58:29,10.76,66,scattered clouds
2025-02-28 09:20:42,8.65,65,clear sky
2025-02-28 09:33:16,9.76,71,clear sky
2025-02-28 09:41:58,9.76,71,clear sky
2025-02-28 09:50:02,9.76,71,clear sky
2025-02-28 09:58:12,9.76,71,clear sky
2025-02-28 10:19:54,7.71,69,clear sky
2025-02-28 10:37:37,4.76,87,clear sky
2025-02-28 10:45:51,4.76,87,clear sky
2025-02-28 10:54:03,4.76,87,clear sky
2025-02-28 11:09:04,4.76,100,clear sky
2025-02-28 11:22:43,4.76,100,clear sky
2025-02-28 11:31:08,4.76,100,clear sky
2025-02-28 11:39:23,4.76,100,clear sky
2025-02-28 11:47:42,4.76,100,clear sky
2025-02-28 11:55:53,4.76,100,clear sky
2025-02-28 12:27:45,3.76,100,clear sky
2025-02-28 12:58:34,3.76,100,clear sky
2025-02-28 13:25:38,6.05,74,clear sky
2025-02-28 13:38:47,3.76,100,mist
2025-02-28 13:46:54,3.76,100,mist
2025-02-28 13:54:52,3.76,100,mist
2025-02-28 14:11:46,0.76,100,mist
2025-02-28 14:31:13,0.76,100,mist
2025-02-28 14:42:47,0.76,100,mist
2025-02-28 14:51:00,0.76,100,mist
2025-02-28 14:59:10,0.76,100,mist
2025-02-28 15:22:40,0.76,100,fog
2025-02-28 15:35:31,0.76,100,fog
2025-02-28 15:43:39,0.76,100,fog
2025-02-28 15:51:50,0.76,100,fog
2025-02-28 15:59:39,0.76,100,fog
2025-02-28 16:28:05,-1.24,100,fog
2025-02-28 16:44:32,-1.24,100,fog
2025-02-28 16:52:43,-0.24,93,fog
2025-02-28 17:07:16,-0.24,93,fog
2025-02-28 17:24:59,-0.24,100,fog
2025-02-28 17:36:55,-0.24,100,fog
2025-02-28 17:44:57,-0.24,100,fog
2025-02-28 17:53:11,-0.24,100,fog
2025-02-28 18:11:56,-0.24,100,fog
2025-02-28 18:36:34,-1.24,100,fog
2025-02-28 18:48:29,-1.24,100,fog
2025-02-28 18:56:37,-1.24,100,fog
2025-02-28 19:13:43,-0.24,100,fog
2025-02-28 19:25:48,-0.24,100,fog
2025-02-28 19:35:21,-0.24,100,fog
2025-02-28 19:43:32,-0.24,100,fog
2025-02-28 19:51:30,-0.24,100,fog
2025-02-28 19:59:46,-0.24,100,fog
2025-02-28 20:23:36,3.59,79,overcast clouds
2025-02-28 20:36:16,-0.24,100,fog
2025-02-28 20:44:37,-0.24,100,fog
2025-02-28 20:52:32,-0.24,100,fog
2025-02-28 21:06:44,-0.24,100,fog
2025-02-28 21:23:49,-1.24,100,fog
2025-02-28 21:32:33,-1.24,100,fog
2025-02-28 21:40:25,-1.24,100,fog
2025-02-28 21:48:48,-1.24,100,fog
2025-02-28 21:56:57,-1.24,100,fog
2025-02-28 22:16:54,3.51,77,overcast clouds
2025-02-28 22:32:30,-1.24,100,fog
2025-02-28 22:42:10,-1.24,100,fog
2025-02-28 22:50:16,-0.24,100,fog
2025-02-28 22:58:22,-0.24,93,fog
2025-02-28 23:17:35,-0.24,100,fog
2025-02-28 23:28:57,-0.24,100,fog
2025-02-28 23:37:55,-0.24,100,fog
2025-02-28 23:45:56,-0.24,100,fog
2025-02-28 23:54:08,-0.24,100,fog
2025-03-01 00:55:33,1.76,100,mist
2025-03-01 02:21:43,8.76,71,overcast clouds
2025-03-01 03:07:29,8.76,71,mist
2025-03-01 03:37:41,13.76,44,haze
2025-03-01 03:49:56,13.76,44,haze
2025-03-01 03:57:55,13.76,44,haze
2025-03-01 04:21:01,12.76,47,overcast clouds
2025-03-01 04:36:52,12.76,47,haze
2025-03-01 04:45:01,12.76,47,haze
2025-03-01 04:53:20,12.76,47,haze
2025-03-01 05:08:59,12.76,47,haze
2025-03-01 05:28:29,11.76,54,light rain
2025-03-01 05:38:59,11.76,54,moderate rain
2025-03-01 05:46:49,11.76,54,moderate rain
2025-03-01 05:54:43,11.76,54,moderate rain
2025-03-01 06:15:54,12.78,50,moderate rain
2025-03-01 06:38:59,10.76,82,moderate rain
2025-03-01 06:48:54,10.76,82,moderate rain
2025-03-01 06:57:00,10.76,82,broken clouds
2025-03-01 07:14:22,10.76,82,broken clouds
2025-03-01 07:26:33,8.86,49,overcast clouds
2025-03-01 07:35:33,11.76,66,haze
2025-03-01 07:43:32,11.76,66,haze
2025-03-01 07:51:40,11.76,66,haze
2025-03-01 07:59:36,11.76,66,haze
2025-03-01 08:25:45,12.78,54,haze
2025-03-01 08:39:45,11.76,62,haze
2025-03-01 08:48:21,11.76,62,haze
2025-03-01 08:56:19,11.76,62,haze
2025-03-01 09:14:26,11.76,62,haze
2025-03-01 09:28:18,10.76,71,overcast clouds
2025-03-01 09:37:09,10.76,71,haze
2025-03-01 09:45:17,10.76,71,haze
2025-03-01 09:53:06,10.76,71,haze
2025-03-01 10:08:28,10.76,71,haze
2025-03-01 10:29:33,9.76,76,broken clouds
2025-03-01 10:40:22,9.76,76,broken clouds
2025-03-01 10:48:35,9.76,76,broken clouds
2025-03-01 10:56:31,9.76,76,broken clouds
2025-03-01 11:11:25,9.76,76,broken clouds
2025-03-01 11:22:28,7.58,65,overcast clouds
2025-03-01 11:30:42,7.76,81,broken clouds
2025-03-01 11:39:52,7.76,81,broken clouds
2025-03-01 11:48:03,7.76,81,broken clouds
2025-03-01 11:56:21,7.76,81,broken clouds
2025-03-01 12:27:27,7.65,64,overcast clouds
2025-03-01 12:55:06,5.76,100,mist
2025-03-01 13:15:58,8.21,49,overcast clouds
2025-03-01 13:30:21,6.76,93,mist
2025-03-01 13:38:28,6.76,93,mist
2025-03-01 13:46:27,6.76,93,mist
2025-03-01 13:54:17,6.76,93,mist
2025-03-01 14:08:53,6.76,93,mist
2025-03-01 14:27:45,6.76,87,mist
2025-03-01 14:37:59,6.76,87,mist
2025-03-01 14:46:10,6.76,87,mist
2025-03-01 14:54:19,6.76,87,mist
2025-03-01 15:10:04,6.76,87,mist
2025-03-01 15:27:50,3.76,100,mist
2025-03-01 15:38:05,3.76,100,mist
2025-03-01 15:46:09,3.76,100,mist
2025-03-01 15:54:13,3.76,100,mist
2025-03-01 16:11:31,7.07,55,broken clouds
2025-03-01 16:31:45,3.76,100,mist
2025-03-01 16:43:16,3.76,100,mist
2025-03-01 16:51:16,3.76,100,mist
2025-03-01 16:59:19,3.76,100,mist
2025-03-01 17:16:52,6.77,56,broken clouds
2025-03-01 17:29:18,3.76,100,mist
2025-03-01 17:37:26,3.76,100,mist
2025-03-01 17:45:16,3.76,100,mist
2025-03-01 17:53:28,3.76,100,mist
2025-03-01 18:11:20,6.47,56,broken clouds
2025-03-01 18:33:08,3.76,100,mist
2025-03-01 18:44:26,3.76,100,mist
2025-03-01 18:52:32,3.76,100,mist
2025-03-01 19:01:36,3.76,100,mist
2025-03-01 19:17:10,4.76,100,mist
2025-03-01 19:25:19,4.76,100,mist
2025-03-01 19:34:18,4.76,100,mist
2025-03-01 19:42:27,4.76,100,mist
2025-03-01 19:50:33,4.76,100,mist
2025-03-01 19:58:39,4.76,100,mist
2025-03-01 20:19:27,7.26,53,overcast clouds
2025-03-01 20:30:47,5.76,93,mist
2025-03-01 20:40:28,5.76,93,mist
2025-03-01 20:48:47,5.76,93,mist
2025-03-01 20:56:56,5.76,93,mist
2025-03-01 21:13:49,7.18,51,overcast clouds
2025-03-01 21:27:55,4.76,100,mist
2025-03-01 21:36:29,4.76,100,mist
2025-03-01 21:44:13,4.76,100,mist
2025-03-01 21:52:23,4.76,100,mist
2025-03-01 22:00:53,4.76,100,mist
2025-03-01 22:22:03,7.16,51,overcast clouds
2025-03-01 22:33:55,4.76,100,mist
2025-03-01 22:41:56,4.76,100,mist
2025-03-01 22:50:04,4.76,100,mist
2025-03-01 22:58:07,4.76,100,mist
2025-03-01 23:18:39,7.21,50,overcast clouds
2025-03-01 23:29:49,5.76,87,mist
2025-03-01 23:38:57,5.76,87,mist
2025-03-01 23:47:00,5.76,87,mist
2025-03-01 23:54:49,5.76,87,mist
2025-03-02 01:01:14,6.76,81,broken clouds
2025-03-02 02:25:33,10.76,62,overcast clouds
2025-03-02 03:06:51,10.76,62,broken clouds
2025-03-02 03:35:09,12.76,54,broken clouds
2025-03-02 03:47:18,12.76,54,broken clouds
2025-03-02 03:55:13,12.76,54,broken clouds
2025-03-02 04:14:48,14.76,41,clear sky
2025-03-02 04:32:29,14.76,41,clear sky
2025-03-02 04:43:05,14.76,41,clear sky
2025-03-02 04:51:10,14.76,41,clear sky
2025-03-02 04:59:13,14.76,41,clear sky
2025-03-02 05:21:12,8.99,45,overcast clouds
2025-03-02 05:35:34,8.99,45,overcast clouds
2025-03-02 05:43:25,13.76,41,clear sky
2025-03-02 05:51:46,13.76,41,clear sky
2025-03-02 05:59:47,13.76,41,clear sky
2025-03-02 06:29:54,13.76,35,light rain
2025-03-02 06:44:26,13.76,35,moderate rain
2025-03-02 06:52:30,13.76,35,moderate rain
2025-03-02 07:06:41,13.76,35,moderate rain
2025-03-02 07:22:15,8.09,64,heavy intensity rain
2025-03-02 07:30:04,10.76,62,moderate rain
2025-03-02 07:38:27,10.76,62,moderate rain
2025-03-02 07:46:33,10.76,62,moderate rain
2025-03-02 07:54:21,10.76,62,moderate rain
2025-03-02 08:12:58,10.76,62,moderate rain
2025-03-02 08:31:02,7.76,93,moderate rain
2025-03-02 08:42:48,7.76,93,moderate rain
2025-03-02 08:51:08,7.76,93,moderate rain
2025-03-02 08:58:57,7.76,93,moderate rain
2025-03-02 09:20:31,6.78,87,heavy intensity rain
2025-03-02 09:31:08,6.76,100,moderate rain
2025-03-02 09:40:34,6.76,100,moderate rain
2025-03-02 09:48:37,6.76,100,moderate rain
2025-03-02 09:56:50,6.76,100,moderate rain
2025-03-02 10:16:00,6.76,100,moderate rain
2025-03-02 10:32:44,5.76,93,moderate rain
2025-03-02 10:41:46,5.76,93,moderate rain
2025-03-02 10:49:57,5.76,93,moderate rain
2025-03-02 10:57:55,5.76,93,moderate rain
2025-03-02 11:14:20,4.3,82,moderate rain
2025-03-02 11:24:05,4.3,82,light rain
2025-03-02 11:32:49,4.76,93,moderate rain
2025-03-02 11:40:38,4.76,93,light rain
2025-03-02 11:48:59,4.76,93,moderate rain
2025-03-02 11:57:02,4.76,93,moderate rain
2025-03-02 12:29:24,4.76,87,light rain
2025-03-02 12:55:31,4.76,87,light rain
2025-03-02 13:16:05,3.2,78,moderate rain
2025-03-02 13:30:10,3.76,93,moderate rain
2025-03-02 13:38:19,3.76,93,moderate rain
2025-03-02 13:46:28,3.76,93,light rain
2025-03-02 13:54:42,3.76,93,light rain
2025-03-02 14:10:03,3.76,93,light rain
2025-03-02 14:28:20,2.76,93,moderate rain
2025-03-02 14:38:47,2.76,93,moderate rain
2025-03-02 14:46:48,2.76,93,moderate rain
2025-03-02 14:54:57,2.76,93,moderate rain
2025-03-02 15:11:03,1,93,snow
2025-03-02 15:27:13,2.76,93,moderate rain
